Project;Release;ReleaseDate;ClassName;ClassPath;LOC;LOCTouched;NR;Nfix;Nauth;LOCAdded;MaxLOCAdded;AverageLOCAdded;CLOC;WMC;MaxChurn;AverageChurn;ChangeSetSize;NPM;MaxChangeSet;AverageChangeSet;Age;WeightedAge;AGE;SmellSourceRelease;NSmells;NPMDRuleTypes;PMDRules;PMDAnalysisStatus;PMDAnalysisWarning;Buggy;BugTicketCount;BugTickets;FixCommits;ConsistencyStatus;AnalysisWarning
Apache Syncope;1.0.1-incubating;2012-08-29;PreemptiveAuthHttpRequestFactory;client/src/main/java/org/apache/syncope/client/http/PreemptiveAuthHttpRequestFactory.java;38;89;3;1;2;82;75;27,333333;25;4;75;29,666667;1538;1;1524;512,666667;133,000000;122,943820;38,000000;1.0.0-incubating;1;1;ExcessiveParameterList(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;RoleMod;client/src/main/java/org/apache/syncope/client/mod/RoleMod.java;90;143;1;0;1;143;143;143,000000;18;33;143;143,000000;1524;21;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;DataClass(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;StaticReportletConf;client/src/main/java/org/apache/syncope/client/report/StaticReportletConf.java;61;102;1;0;1;102;102;102,000000;18;16;102;102,000000;1524;12;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;DataClass(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;UserReportletConf;client/src/main/java/org/apache/syncope/client/report/UserReportletConf.java;70;112;1;0;1;112;112;112,000000;18;12;112;112,000000;1524;10;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;DataClass(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;AttributeCond;client/src/main/java/org/apache/syncope/client/search/AttributeCond.java;46;85;1;0;1;85;85;85,000000;21;13;85;85,000000;1524;7;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;DataClass(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;MembershipCond;client/src/main/java/org/apache/syncope/client/search/MembershipCond.java;25;57;1;0;1;57;57;57,000000;21;7;57;57,000000;1524;5;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;DataClass(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;NodeCond;client/src/main/java/org/apache/syncope/client/search/NodeCond.java;141;210;1;0;1;210;210;210,000000;18;53;210;210,000000;1524;25;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;NPathComplexity(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;AbstractExecTO;client/src/main/java/org/apache/syncope/client/to/AbstractExecTO.java;49;85;1;0;1;85;85;85,000000;18;14;85;85,000000;1524;10;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;DataClass(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;AttributeTO;client/src/main/java/org/apache/syncope/client/to/AttributeTO.java;45;111;1;0;1;111;111;111,000000;50;14;111;111,000000;1524;8;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;DataClass(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;ConfigurationTO;client/src/main/java/org/apache/syncope/client/to/ConfigurationTO.java;19;46;1;0;1;46;46;46,000000;18;4;46;46,000000;1524;4;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;DataClass(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;ConnBundleTO;client/src/main/java/org/apache/syncope/client/to/ConnBundleTO.java;52;91;1;0;1;91;91;91,000000;18;13;91;91,000000;1524;12;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;DataClass(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;ConnInstanceTO;client/src/main/java/org/apache/syncope/client/to/ConnInstanceTO.java;100;151;1;0;1;151;151;151,000000;18;26;151;151,000000;1524;19;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;DataClass(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;DerivedSchemaTO;client/src/main/java/org/apache/syncope/client/to/DerivedSchemaTO.java;18;44;1;0;1;44;44;44,000000;18;4;44;44,000000;1524;4;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;DataClass(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;LoggerTO;client/src/main/java/org/apache/syncope/client/to/LoggerTO.java;20;47;1;0;1;47;47;47,000000;18;4;47;47,000000;1524;4;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;DataClass(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;NotificationTO;client/src/main/java/org/apache/syncope/client/to/NotificationTO.java;96;153;1;0;1;153;153;153,000000;18;28;153;153,000000;1524;24;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;DataClass(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;NotificationTaskTO;client/src/main/java/org/apache/syncope/client/to/NotificationTaskTO.java;69;115;2;1;1;115;105;57,500000;18;18;105;57,500000;1529;16;1524;764,500000;133,000000;121,434783;133,000000;1.0.0-incubating;1;1;DataClass(1);OK;;Yes;1;SYNCOPE-192;b2daa7c53f9eeb76bc4196477f735c7a29bc2154;CONSISTENT_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;PolicyTO;client/src/main/java/org/apache/syncope/client/to/PolicyTO.java;24;53;1;0;1;53;53;53,000000;18;5;53;53,000000;1524;5;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;DataClass(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;PropagationTO;client/src/main/java/org/apache/syncope/client/to/PropagationTO.java;34;125;1;0;1;125;125;125,000000;76;8;125;125,000000;1524;8;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;DataClass(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;PropagationTaskTO;client/src/main/java/org/apache/syncope/client/to/PropagationTaskTO.java;55;98;1;0;1;98;98;98,000000;18;14;98;98,000000;1524;14;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;DataClass(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;ReportTO;client/src/main/java/org/apache/syncope/client/to/ReportTO.java;112;169;2;0;2;169;141;84,500000;18;33;141;84,500000;1536;24;1524;768,000000;133,000000;115,934911;103,000000;1.0.0-incubating;1;1;DataClass(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;ResourceTO;client/src/main/java/org/apache/syncope/client/to/ResourceTO.java;147;235;1;0;1;235;235;235,000000;30;37;235;235,000000;1524;36;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;2;2;DataClass(1) | TooManyFields(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;RoleTO;client/src/main/java/org/apache/syncope/client/to/RoleTO.java;107;177;1;0;1;177;177;177,000000;29;32;177;177,000000;1524;25;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;DataClass(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;SchedTaskTO;client/src/main/java/org/apache/syncope/client/to/SchedTaskTO.java;41;74;1;0;1;74;74;74,000000;18;12;74;74,000000;1524;8;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;DataClass(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;SchemaMappingTO;client/src/main/java/org/apache/syncope/client/to/SchemaMappingTO.java;54;115;1;0;1;115;115;115,000000;38;14;115;115,000000;1524;14;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;DataClass(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;SchemaTO;client/src/main/java/org/apache/syncope/client/to/SchemaTO.java;82;134;2;0;2;134;124;67,000000;18;22;124;67,000000;1533;20;1524;766,500000;133,000000;132,925373;1,000000;1.0.0-incubating;1;1;DataClass(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;SyncTaskTO;client/src/main/java/org/apache/syncope/client/to/SyncTaskTO.java;60;104;1;0;1;104;104;104,000000;18;16;104;104,000000;1524;16;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;DataClass(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;TaskTO;client/src/main/java/org/apache/syncope/client/to/TaskTO.java;61;101;2;0;2;101;72;50,500000;18;17;72;50,500000;1536;12;1524;768,000000;133,000000;103,425743;103,000000;1.0.0-incubating;1;1;DataClass(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;UserRequestTO;client/src/main/java/org/apache/syncope/client/to/UserRequestTO.java;48;84;1;0;1;84;84;84,000000;18;13;84;84,000000;1524;10;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;DataClass(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;UserTO;client/src/main/java/org/apache/syncope/client/to/UserTO.java;144;213;1;0;1;213;213;213,000000;18;40;213;213,000000;1524;28;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;DataClass(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;WorkflowDefinitionTO;client/src/main/java/org/apache/syncope/client/to/WorkflowDefinitionTO.java;19;46;1;0;1;46;46;46,000000;18;4;46;46,000000;1524;4;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;DataClass(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;WorkflowFormPropertyTO;client/src/main/java/org/apache/syncope/client/to/WorkflowFormPropertyTO.java;82;133;1;0;1;133;133;133,000000;18;22;133;133,000000;1524;20;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;DataClass(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;WorkflowFormTO;client/src/main/java/org/apache/syncope/client/to/WorkflowFormTO.java;100;151;1;0;1;151;151;151,000000;18;25;151;151,000000;1524;18;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;DataClass(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;AttributableOperations;client/src/main/java/org/apache/syncope/client/util/AttributableOperations.java;256;425;2;1;2;412;370;206,000000;67;53;370;212,500000;1536;5;1524;768,000000;133,000000;128,470588;35,000000;1.0.0-incubating;9;6;AvoidDeeplyNestedIfStmts(2) | CognitiveComplexity(2) | CouplingBetweenObjects(1) | CyclomaticComplexity(2) | GodClass(1) | NPathComplexity(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;AccountPolicySpec;client/src/main/java/org/apache/syncope/types/AccountPolicySpec.java;90;175;1;0;1;175;175;175,000000;52;24;175;175,000000;1524;20;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;DataClass(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;ConnConfPropSchema;client/src/main/java/org/apache/syncope/types/ConnConfPropSchema.java;64;107;2;0;2;107;97;53,500000;18;17;97;53,500000;1531;15;1524;765,500000;133,000000;129,168224;41,000000;1.0.0-incubating;1;1;DataClass(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;ConnConfProperty;client/src/main/java/org/apache/syncope/types/ConnConfProperty.java;35;66;1;0;1;66;66;66,000000;18;8;66;66,000000;1524;7;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;DataClass(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;IntMappingType;client/src/main/java/org/apache/syncope/types/IntMappingType.java;91;178;2;0;2;175;158;87,500000;60;19;158;89,000000;1525;4;1524;762,500000;133,000000;131,426966;14,000000;1.0.0-incubating;1;1;CognitiveComplexity(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;PasswordPolicySpec;client/src/main/java/org/apache/syncope/types/PasswordPolicySpec.java;188;353;1;0;1;353;353;353,000000;90;52;353;353,000000;1524;48;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;3;3;CyclomaticComplexity(1) | ExcessivePublicCount(1) | TooManyFields(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;SyncPolicySpec;client/src/main/java/org/apache/syncope/types/SyncPolicySpec.java;29;62;1;0;1;62;62;62,000000;24;6;62;62,000000;1524;4;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;DataClass(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;SyncopeApplication;console/src/main/java/org/apache/syncope/console/SyncopeApplication.java;125;214;3;1;2;194;175;64,666667;21;16;175;71,333333;1555;5;1524;518,333333;133,000000;120,355140;49,500000;1.0.0-incubating;1;1;NPathComplexity(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;Constants;console/src/main/java/org/apache/syncope/console/commons/Constants.java;38;98;2;1;1;96;96;48,000000;21;1;96;49,000000;1528;0;1524;764,000000;133,000000;130,897959;103,000000;1.0.0-incubating;1;1;DataClass(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;SearchCondWrapper;console/src/main/java/org/apache/syncope/console/commons/SearchCondWrapper.java;64;113;1;0;1;113;113;113,000000;21;13;113;113,000000;1524;13;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;DataClass(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;StatusBean;console/src/main/java/org/apache/syncope/console/commons/StatusBean.java;28;59;1;0;1;59;59;59,000000;18;7;59;59,000000;1524;6;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;DataClass(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;StatusUtils;console/src/main/java/org/apache/syncope/console/commons/StatusUtils.java;126;184;1;0;1;184;184;184,000000;21;36;184;184,000000;1524;6;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;2;2;CognitiveComplexity(1) | CyclomaticComplexity(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;AbstractSchedTaskModalPage;console/src/main/java/org/apache/syncope/console/pages/AbstractSchedTaskModalPage.java;78;119;1;0;1;119;119;119,000000;21;14;119;119,000000;1524;0;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;CognitiveComplexity(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;ApprovalModalPage;console/src/main/java/org/apache/syncope/console/pages/ApprovalModalPage.java;156;211;1;0;1;211;211;211,000000;18;48;211;211,000000;1524;1;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;CognitiveComplexity(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;Configuration;console/src/main/java/org/apache/syncope/console/pages/Configuration.java;499;757;3;2;2;731;711;243,666667;25;59;711;252,333333;1552;28;1524;517,333333;133,000000;128,540291;38,000000;1.0.0-incubating;1;1;CouplingBetweenObjects(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;ConnectorModalPage;console/src/main/java/org/apache/syncope/console/pages/ConnectorModalPage.java;309;479;2;0;2;461;436;230,500000;35;65;436;239,500000;1531;7;1524;765,500000;133,000000;129,319415;41,000000;1.0.0-incubating;4;3;CognitiveComplexity(2) | CouplingBetweenObjects(1) | NcssCount(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;DisplayAttributesModalPage;console/src/main/java/org/apache/syncope/console/pages/DisplayAttributesModalPage.java;202;341;3;2;1;326;304;108,666667;28;26;304;113,666667;1530;0;1524;510,000000;133,000000;121,824047;51,500000;1.0.0-incubating;1;1;NcssCount(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;NotificationModalPage;console/src/main/java/org/apache/syncope/console/pages/NotificationModalPage.java;190;267;2;1;2;263;209;131,500000;21;27;209;133,500000;1533;0;1524;766,500000;133,000000;123,876404;42,000000;1.0.0-incubating;1;1;CognitiveComplexity(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;ReportModalPage;console/src/main/java/org/apache/syncope/console/pages/ReportModalPage.java;431;594;3;2;2;584;576;194,666667;18;71;576;198,000000;1551;24;1524;517,000000;133,000000;130,865320;46,500000;1.0.0-incubating;2;2;CognitiveComplexity(1) | CouplingBetweenObjects(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;ReportletConfModalPage;console/src/main/java/org/apache/syncope/console/pages/ReportletConfModalPage.java;263;348;1;0;1;348;348;348,000000;24;77;348;348,000000;1524;3;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;5;4;AvoidDeeplyNestedIfStmts(1) | CognitiveComplexity(2) | CouplingBetweenObjects(1) | CyclomaticComplexity(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;ResourceModalPage;console/src/main/java/org/apache/syncope/console/pages/ResourceModalPage.java;83;167;2;1;2;166;165;83,000000;53;18;165;83,500000;1527;1;1524;763,500000;133,000000;131,886228;93,000000;1.0.0-incubating;1;1;CognitiveComplexity(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;Resources;console/src/main/java/org/apache/syncope/console/pages/Resources.java;343;506;1;0;1;506;506;506,000000;23;37;506;506,000000;1524;24;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;CouplingBetweenObjects(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;Schema;console/src/main/java/org/apache/syncope/console/pages/Schema.java;567;856;1;0;1;856;856;856,000000;24;47;856;856,000000;1524;16;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;5;3;ExcessiveParameterList(3) | NcssCount(1) | TooManyFields(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;SchemaModalPage;console/src/main/java/org/apache/syncope/console/pages/SchemaModalPage.java;216;345;3;0;3;323;239;107,666667;21;38;239;115,000000;1535;1;1524;511,666667;133,000000;132,414493;6,500000;1.0.0-incubating;2;2;CognitiveComplexity(1) | NcssCount(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;UserModalPage;console/src/main/java/org/apache/syncope/console/pages/UserModalPage.java;121;232;2;0;2;224;216;112,000000;45;18;216;116,000000;1533;2;1524;766,500000;133,000000;132,931034;1,000000;1.0.0-incubating;1;1;ExcessiveParameterList(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;UserRequestModalPage;console/src/main/java/org/apache/syncope/console/pages/UserRequestModalPage.java;88;138;1;0;1;138;138;138,000000;22;19;138;138,000000;1524;0;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;2;2;AvoidDeeplyNestedIfStmts(1) | CognitiveComplexity(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;AttributesPanel;console/src/main/java/org/apache/syncope/console/pages/panels/AttributesPanel.java;189;324;3;1;2;296;221;98,666667;19;46;221;108,000000;1538;2;1524;512,666667;133,000000;132,595679;7,500000;1.0.0-incubating;1;1;CognitiveComplexity(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;PolicyBeanPanel;console/src/main/java/org/apache/syncope/console/pages/panels/PolicyBeanPanel.java;178;295;2;1;2;279;263;139,500000;21;35;263;147,500000;1525;6;1524;762,500000;133,000000;132,349153;6,000000;1.0.0-incubating;4;3;AvoidDeeplyNestedIfStmts(1) | CognitiveComplexity(2) | DataClass(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;ResourceConnConfPanel;console/src/main/java/org/apache/syncope/console/pages/panels/ResourceConnConfPanel.java;185;337;3;1;2;321;309;107,000000;51;42;309;112,333333;1542;3;1524;514,000000;133,000000;128,139466;45,000000;1.0.0-incubating;3;2;AvoidDeeplyNestedIfStmts(1) | CognitiveComplexity(2);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;ResourceMappingPanel;console/src/main/java/org/apache/syncope/console/pages/panels/ResourceMappingPanel.java;309;627;5;1;3;577;553;115,400000;106;76;553;125,400000;1536;2;1524;307,200000;133,000000;127,086124;23,250000;1.0.0-incubating;4;3;CognitiveComplexity(2) | CouplingBetweenObjects(1) | CyclomaticComplexity(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;ResultSetPanel;console/src/main/java/org/apache/syncope/console/pages/panels/ResultSetPanel.java;334;656;5;4;3;606;537;121,200000;102;48;537;131,200000;1539;20;1524;307,800000;133,000000;120,699695;29,500000;1.0.0-incubating;3;3;CognitiveComplexity(1) | CouplingBetweenObjects(1) | DataClass(1);OK;;Yes;1;SYNCOPE-187;945a21ed1a2e43f80ae49c5b72bc3f251536a9f2 | af0b781245d53d31d13f5f5362c1f91da540ad8b;CONSISTENT_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;UserDetailsPanel;console/src/main/java/org/apache/syncope/console/pages/panels/UserDetailsPanel.java;66;107;1;0;1;107;107;107,000000;26;7;107;107,000000;1524;1;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;ExcessiveParameterList(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;UserManagementResultPanel;console/src/main/java/org/apache/syncope/console/pages/panels/UserManagementResultPanel.java;227;357;1;0;1;357;357;357,000000;62;42;357;357,000000;1524;4;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;2;2;CognitiveComplexity(1) | CouplingBetweenObjects(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;UserSearchPanel;console/src/main/java/org/apache/syncope/console/pages/panels/UserSearchPanel.java;450;649;2;1;2;629;600;314,500000;28;77;600;324,500000;1525;5;1524;762,500000;133,000000;128,167951;64,000000;1.0.0-incubating;3;2;CognitiveComplexity(2) | CouplingBetweenObjects(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;ActionLinksPanel;console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/ActionLinksPanel.java;170;254;1;0;1;254;254;254,000000;27;36;254;254,000000;1524;14;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;ExcessiveParameterList(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;AjaxPalettePanel;console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/AjaxPalettePanel.java;35;67;1;0;1;67;67;67,000000;18;5;67;67,000000;1524;1;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;ExcessiveParameterList(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;DateFieldPanel;console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/DateFieldPanel.java;93;141;2;1;2;140;140;70,000000;22;33;140;70,500000;8;6;5;4,000000;118,000000;117,992908;1,000000;1.0.0-incubating;1;1;CognitiveComplexity(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;SingleColumnPalette;console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/SingleColumnPalette.java;146;215;1;0;1;215;215;215,000000;29;36;215;215,000000;1524;16;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;ExcessiveParameterList(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;TreeActionLinkPanel;console/src/main/java/org/apache/syncope/console/wicket/markup/html/tree/TreeActionLinkPanel.java;94;149;1;0;1;149;149;149,000000;24;10;149;149,000000;1524;5;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;ExcessiveParameterList(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;AuditManager;core/src/main/java/org/apache/syncope/core/audit/AuditManager.java;37;67;1;0;1;67;67;67,000000;21;7;67;67,000000;1524;2;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;ExcessiveParameterList(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;SLF4JLogger;core/src/main/java/org/apache/syncope/core/connid/SLF4JLogger.java;70;112;1;0;1;112;112;112,000000;24;16;112;112,000000;1524;2;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;1;1;ExcessiveParameterList(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;ContentLoader;core/src/main/java/org/apache/syncope/core/init/ContentLoader.java;139;242;6;1;3;217;176;36,166667;31;20;176;40,333333;1557;1;1524;259,500000;133,000000;128,809917;3,200000;1.0.0-incubating;3;3;CognitiveComplexity(1) | CyclomaticComplexity(1) | NcssCount(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;ImplementationClassNamesLoader;core/src/main/java/org/apache/syncope/core/init/ImplementationClassNamesLoader.java;44;123;1;0;1;123;123;123,000000;60;19;123;123,000000;1524;2;1524;1524,000000;133,000000;133,000000;0,000000;1.0.0-incubating;3;3;CognitiveComplexity(1) | CyclomaticComplexity(1) | NPathComplexity(1);OK;;No;0;;;NO_BUG_LINK;
Apache Syncope;1.0.1-incubating;2012-08-29;NotificationManager;core/src/main/java/org/apache/syncope/core/notification/NotificationManager.java;172;350;8;6;3;318;270;39,750000;73;27;270;43,750000;1561;5;1524;195,125000;133,000000;117,205714;19,000000;1.0.0-incubating;1;1;CouplingBetweenObjects(1);OK;;Yes;1;SYNCOPE-192;b2daa7c53f9eeb76bc4196477f735c7a29bc2154;CONSISTENT_BUG_LINK;
