Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureOutOfBagError
"milestone_1_dataset_selected_features_weka,10,7,weka.classifiers.meta.FilteredClassifier,'-F \""weka.filters.MultiFilter -F \\\""weka.filters.supervised.attribute.AttributeSelection -E \\\\\\\""weka.attributeSelection.CfsSubsetEval -P 1 -E 1\\\\\\\"" -S \\\\\\\""weka.attributeSelection.GreedyStepwise -B -T -1.7976931348623157E308 -N -1 -num-slots 1\\\\\\\""\\\"" -S 1\"" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,2.02607281059E7,23917.0,2657.0,2280.0,377.0,0.0,85.81106511102747,14.188934888972526,0.0,0.26484077246509663,0.1417798729732087,0.36537182441719485,74.87440959384054,118.80919887306722,1293.928141850089,12801.707384206846,-11507.779242356757,0.48698838609337186,4.818105902975855,-4.3311175168824825,-5.325434972855012,-0.0020043037157903695,-0.41157115303486475,0.35231316725978645,99.0,0.08207070707070707,195.0,0.9179292929292929,2181.0,0.6476868327402135,182.0,0.336734693877551,0.35231316725978645,0.3443478260869565,0.26492591195864806,0.8074315216219131,0.3242797424618153,0.8581106511102747,0.5878681909211954,0.41213180907880465,0.14188934888972526,0.8609789911204421,0.8581106511102747,0.8595200026032696,0.26492591195864806,0.8072406607119685,0.9006638164661646,0.6323975889244657,0.8581106511102747,0.157,0.004,0.157274894,0.0035431300000000002,157.274894,3.54313,146677.0,5972724.0,764024.0,88.29506962739933,52.33345878810689,?,?"
"milestone_1_dataset_selected_features_weka,10,8,weka.classifiers.meta.FilteredClassifier,'-F \""weka.filters.MultiFilter -F \\\""weka.filters.supervised.attribute.AttributeSelection -E \\\\\\\""weka.attributeSelection.CfsSubsetEval -P 1 -E 1\\\\\\\"" -S \\\\\\\""weka.attributeSelection.GreedyStepwise -B -T -1.7976931348623157E308 -N -1 -num-slots 1\\\\\\\""\\\"" -S 1\"" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,2.02607281059E7,23917.0,2657.0,2286.0,371.0,0.0,86.03688370342492,13.963116296575084,0.0,0.2629416475313796,0.13980258741479826,0.3620876792370085,73.83019869366301,117.74128221456962,1293.928141850089,8670.878402596863,-7376.950260746775,0.48698838609337186,3.263409259539655,-2.776420873446283,18.216139507839287,0.006855904970959461,1.4078169350110448,0.3416370106761566,96.0,0.07828282828282829,186.0,0.9217171717171717,2190.0,0.6583629893238434,185.0,0.3404255319148936,0.3416370106761566,0.34103019538188273,0.2629421664348733,0.7714249553662365,0.2935372151905139,0.8603688370342492,0.5970146546409208,0.40298534535907915,0.13963116296575084,0.8605877605311414,0.8603688370342492,0.8604781484721891,0.2629421664348733,0.7716231828376174,0.8889347401511021,0.6314706859881419,0.8603688370342492,0.158,0.004,0.158597227,0.003384109,158.597227,3.384109,145170.0,5972724.0,764024.0,88.63379751599548,52.427549868272486,?,?"
"milestone_1_dataset_selected_features_weka,10,9,weka.classifiers.meta.FilteredClassifier,'-F \""weka.filters.MultiFilter -F \\\""weka.filters.supervised.attribute.AttributeSelection -E \\\\\\\""weka.attributeSelection.CfsSubsetEval -P 1 -E 1\\\\\\\"" -S \\\\\\\""weka.attributeSelection.GreedyStepwise -B -T -1.7976931348623157E308 -N -1 -num-slots 1\\\\\\\""\\\"" -S 1\"" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,2.02607281059E7,23917.0,2657.0,2288.0,369.0,0.0,86.11215656755739,13.887843432442605,0.0,0.2714754800008024,0.137980868195136,0.3579279332705729,72.76683662521485,116.20658352375048,1297.0042012511194,8721.314745024998,-7424.310543773879,0.4881461051001579,3.2823916992943163,-2.7942455941941584,33.731011603397256,0.01269514926736818,2.6006863794935713,0.35106382978723405,99.0,0.07831578947368421,186.0,0.9216842105263158,2189.0,0.648936170212766,183.0,0.3473684210526316,0.35106382978723405,0.3492063492063492,0.27148024200928816,0.8041896229936544,0.33849983078064433,0.861121565675574,0.5883735253620241,0.4116264746379759,0.13887843432442604,0.861771337780915,0.861121565675574,0.8614450848770501,0.27148024200928816,0.8043444395227212,0.9011487292084344,0.6357365219804655,0.861121565675574,0.161,0.004,0.16052706,0.003512993,160.52706,3.512993,146355.0,5972724.0,764024.0,89.19834399698908,52.841550621001126,?,?"
"milestone_1_dataset_selected_features_weka,10,10,weka.classifiers.meta.FilteredClassifier,'-F \""weka.filters.MultiFilter -F \\\""weka.filters.supervised.attribute.AttributeSelection -E \\\\\\\""weka.attributeSelection.CfsSubsetEval -P 1 -E 1\\\\\\\"" -S \\\\\\\""weka.attributeSelection.GreedyStepwise -B -T -1.7976931348623157E308 -N -1 -num-slots 1\\\\\\\""\\\"" -S 1\"" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,2.02607281059E7,23917.0,2657.0,2278.0,379.0,0.0,85.73579224689499,14.264207753105005,0.0,0.2808133426939209,0.1438262001660401,0.3669262109822383,75.84948367701763,119.12800712127701,1297.0042012511194,13162.36685933392,-11865.362658082802,0.4881461051001579,4.953845261322514,-4.465699156222357,-21.626344598992485,-0.008139384493410796,-1.667407443871903,0.37943262411347517,107.0,0.08589473684210526,204.0,0.9141052631578948,2171.0,0.6205673758865248,175.0,0.3440514469453376,0.37943262411347517,0.3608768971332209,0.28123950626117866,0.7750892123926838,0.2911775119060694,0.8573579224689499,0.56382003519758,0.43617996480241994,0.14264207753105004,0.8637031431808787,0.8573579224689499,0.8604076894112792,0.28123950626117866,0.7750852085169322,0.8910536593163892,0.6402986476769684,0.8573579224689499,0.156,0.003,0.156063141,0.0034619200000000003,156.063141,3.46192,144736.0,5972724.0,764024.0,87.88106887467067,52.427549868272486,?,?"
"milestone_1_dataset_selected_features_weka,1,1,weka.classifiers.meta.FilteredClassifier,'-F \""weka.filters.MultiFilter -F \\\""weka.filters.supervised.instance.Resample -B 1.0 -S 1 -Z 178.8\\\"" -S 1\"" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,2.02607281059E7,23916.0,2658.0,2281.0,377.0,0.0,85.81640331075997,14.18359668924003,0.0,0.3576228225040291,0.14284425306006304,0.36312208283677117,75.34275085224431,117.91249758686881,1297.16580687492,16410.604894445813,-15113.439087570892,0.4880232531508352,6.174042473455912,-5.686019220305076,-6.257273361811926,-0.002354128428070702,-0.48238038103137326,0.5177304964539007,146.0,0.10143097643097643,241.0,0.8985690235690236,2135.0,0.48226950354609927,136.0,0.3772609819121447,0.5177304964539007,0.4364723467862482,0.363487627546513,0.8624722401318146,0.3873744560547518,0.8581640331075997,0.44186451308467534,0.5581354869153246,0.1418359668924003,0.8803986523834794,0.8581640331075997,0.8676922506810323,0.363487627546513,0.8623975292362978,0.9150308083878876,0.6776723687880025,0.8581640331075997,0.061,0.008,0.060634999,0.007663471999999999,60.634999,7.663472,162228.0,5972479.0,764269.0,88.63807373965388,53.1790820165538,?,?"
"milestone_1_dataset_selected_features_weka,1,2,weka.classifiers.meta.FilteredClassifier,'-F \""weka.filters.MultiFilter -F \\\""weka.filters.supervised.instance.Resample -B 1.0 -S 1 -Z 178.8\\\"" -S 1\"" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,2.02607281059E7,23916.0,2658.0,2284.0,374.0,0.0,85.92927012791573,14.070729872084273,0.0,0.35141631304511206,0.14130994311590567,0.3629627999356183,74.53348391026826,117.8607754647905,1297.16580687492,20648.64375090675,-19351.47794403183,0.4880232531508352,7.768488995826468,-7.2804657426756325,16.847655779390223,0.006338470947851852,1.2988051095780053,0.5,141.0,0.09806397306397306,233.0,0.9019360269360269,2143.0,0.5,141.0,0.3770053475935829,0.5,0.42987804878048785,0.355976113110071,0.8601581715500155,0.37052268583026077,0.8592927012791572,0.4573566743431303,0.5426433256568697,0.14070729872084273,0.8787193372419739,0.8592927012791572,0.867770415448659,0.355976113110071,0.8599880708504014,0.9145065034762818,0.6748102690254371,0.8592927012791572,0.061,0.008,0.061609397,0.007701911,61.609397,7.701911,162232.0,5972479.0,764269.0,88.2994732881866,52.746425884123404,?,?"
"milestone_1_dataset_selected_features_weka,1,3,weka.classifiers.meta.FilteredClassifier,'-F \""weka.filters.MultiFilter -F \\\""weka.filters.supervised.instance.Resample -B 1.0 -S 1 -Z 178.8\\\"" -S 1\"" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,2.02607281059E7,23916.0,2658.0,2299.0,359.0,0.0,86.49360421369451,13.506395786305493,0.0,0.388293350872537,0.1394809410532071,0.3605885192882987,73.56878253960691,117.08980235593812,1297.16580687492,18377.870535924234,-17080.704729049314,0.4880232531508352,6.9141725116343995,-6.426149258483564,27.432725575900466,0.010320814738863983,2.1148202820725204,0.549645390070922,155.0,0.09764309764309764,232.0,0.9023569023569024,2144.0,0.450354609929078,127.0,0.4005167958656331,0.549645390070922,0.4633781763826607,0.3946611346348123,0.8735567853475655,0.37788789139875456,0.8649360421369451,0.4129337497091207,0.5870662502908792,0.13506395786305492,0.8864085304057641,0.8649360421369451,0.8740093315503731,0.3946611346348122,0.8732112474558003,0.9181053791383984,0.6930620169625806,0.8649360421369451,0.061,0.008,0.061044995,0.007695711,61.044995,7.695711,162236.0,5972479.0,764269.0,88.2994732881866,52.78404815650865,?,?"
"milestone_1_dataset_selected_features_weka,1,4,weka.classifiers.meta.FilteredClassifier,'-F \""weka.filters.MultiFilter -F \\\""weka.filters.supervised.instance.Resample -B 1.0 -S 1 -Z 178.8\\\"" -S 1\"" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,2.02607281059E7,23916.0,2658.0,2274.0,384.0,0.0,85.55304740406321,14.446952595936795,0.0,0.34304979493477317,0.14617207097532461,0.37127536358397384,77.09799791819215,120.56001956878517,1297.16580687492,16257.995238429554,-14960.829431554634,0.4880232531508352,6.116627252983278,-5.628603999832443,-41.005405541173225,-0.015427165365377436,-3.1611537494934288,0.5,141.0,0.10227272727272728,243.0,0.8977272727272727,2133.0,0.5,141.0,0.3671875,0.5,0.42342342342342343,0.3483953117089786,0.8600193722090885,0.3736605636727886,0.8555304740406321,0.4578032013133593,0.5421967986866407,0.14446952595936793,0.8774350401585497,0.8555304740406321,0.8650089512799772,0.34839531170897853,0.8599039705579776,0.915242316502427,0.6704213891310665,0.8555304740406321,0.059,0.007,0.058278314000000005,0.007370052,58.278314,7.370052,162236.0,5972479.0,764269.0,87.84800601956358,52.55831452219714,?,?"
"milestone_1_dataset_selected_features_weka,1,5,weka.classifiers.meta.FilteredClassifier,'-F \""weka.filters.MultiFilter -F \\\""weka.filters.supervised.instance.Resample -B 1.0 -S 1 -Z 178.8\\\"" -S 1\"" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,2.02607281059E7,23917.0,2657.0,2303.0,354.0,0.0,86.67670304855099,13.323296951449002,0.0,0.39442258265558927,0.13657004255270871,0.3557592929322342,72.12308129428226,115.6834593153112,1293.928141850089,13220.391307513431,-11926.463165663343,0.48698838609337186,4.9756835933434065,-4.488695207250035,53.16585024124609,0.020009729108485544,4.108871932040082,0.5551601423487544,156.0,0.09638047138047139,229.0,0.9036195286195287,2147.0,0.44483985765124556,125.0,0.4051948051948052,0.5551601423487544,0.46846846846846846,0.4008168913546328,0.8822619732317242,0.40215564935164877,0.86676703048551,0.4079873595172269,0.592012640482773,0.13323296951449,0.8878953365727605,0.86676703048551,0.8756790465031028,0.4008168913546328,0.882526499756033,0.9213655093782599,0.6961533392256283,0.86676703048551,0.058,0.007,0.057584392,0.007403771,57.584392,7.403771,162232.0,5972724.0,764024.0,88.78434324426044,52.93564170116673,?,?"
"milestone_1_dataset_selected_features_weka,1,6,weka.classifiers.meta.FilteredClassifier,'-F \""weka.filters.MultiFilter -F \\\""weka.filters.supervised.instance.Resample -B 1.0 -S 1 -Z 178.8\\\"" -S 1\"" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,2.02607281059E7,23917.0,2657.0,2305.0,352.0,0.0,86.75197591268348,13.248024087316523,0.0,0.36711211201728017,0.1328902077046493,0.35192502388510727,70.1797486062684,114.43665700788206,1293.928141850089,13970.072128569456,-12676.143986719368,0.48698838609337186,5.257836706273789,-4.770848320180417,90.79637384152863,0.03417251555947634,7.017110989773036,0.49466192170818507,139.0,0.08838383838383838,210.0,0.9116161616161617,2166.0,0.505338078291815,142.0,0.3982808022922636,0.49466192170818507,0.4412698412698413,0.3698870761388452,0.8656860718693459,0.3817285889133169,0.8675197591268348,0.46124167580248815,0.5387583241975119,0.13248024087316523,0.8813448237129485,0.8675197591268348,0.8737078450393617,0.3698870761388452,0.865982743389014,0.9159455720200835,0.6830601981754842,0.8675197591268348,0.058,0.007,0.058071497,0.007388781,58.071497,7.388781,162228.0,5972724.0,764024.0,89.19834399698908,52.69100489273617,?,?"
"milestone_1_dataset_selected_features_weka,1,7,weka.classifiers.meta.FilteredClassifier,'-F \""weka.filters.MultiFilter -F \\\""weka.filters.supervised.instance.Resample -B 1.0 -S 1 -Z 178.8\\\"" -S 1\"" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,2.02607281059E7,23917.0,2657.0,2296.0,361.0,0.0,86.41324802408732,13.586751975912684,0.0,0.3518491864471605,0.13681543740673915,0.35776035541712803,72.25267511058063,116.334151609673,1293.928141850089,14892.875939222668,-13598.947797372579,0.48698838609337186,5.60514713557496,-5.118158749481588,50.729162977485274,0.01909264696179348,3.920554885293052,0.4804270462633452,135.0,0.09048821548821549,215.0,0.9095117845117845,2161.0,0.5195729537366548,146.0,0.38571428571428573,0.4804270462633452,0.42789223454833597,0.35458065979078285,0.8677724756461411,0.3758726653558289,0.8641324802408732,0.4741936494657434,0.5258063505342565,0.13586751975912684,0.8784414769562328,0.8641324802408732,0.8705601071793281,0.35458065979078285,0.8679753909293454,0.9152676480665765,0.6754024486856564,0.8641324802408732,0.061,0.007,0.06099748,0.007416237,60.99748,7.416237,162232.0,5972724.0,764024.0,88.70907038012797,52.65336846066993,?,?"
"milestone_1_dataset_selected_features_weka,1,8,weka.classifiers.meta.FilteredClassifier,'-F \""weka.filters.MultiFilter -F \\\""weka.filters.supervised.instance.Resample -B 1.0 -S 1 -Z 178.8\\\"" -S 1\"" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,2.02607281059E7,23917.0,2657.0,2279.0,378.0,0.0,85.77342867896124,14.226571321038765,0.0,0.3391034381103294,0.14493314851326455,0.3689436702508395,76.53966460780853,119.97066813159675,1293.928141850089,14706.006776019885,-13412.078634169797,0.48698838609337186,5.534816249913393,-5.047827863820022,-21.565331955442442,-0.008116421511269267,-1.6666560729259525,0.48398576512455516,136.0,0.09806397306397306,233.0,0.9019360269360269,2143.0,0.5160142348754448,145.0,0.3685636856368564,0.48398576512455516,0.41846153846153844,0.34318989178268794,0.8563444348586697,0.36696271037459466,0.8577342867896124,0.4718124947290303,0.5281875052709697,0.14226571321038767,0.8765485406801029,0.8577342867896124,0.8660224518524061,0.343189891782688,0.8567067357438626,0.911608828460293,0.6687076131415755,0.8577342867896124,0.06,0.008,0.059985724,0.007419624,59.985724,7.419624,162236.0,5972724.0,764024.0,87.73052314640572,52.67218667670305,?,?"
"milestone_1_dataset_selected_features_weka,1,9,weka.classifiers.meta.FilteredClassifier,'-F \""weka.filters.MultiFilter -F \\\""weka.filters.supervised.instance.Resample -B 1.0 -S 1 -Z 178.8\\\"" -S 1\"" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,2.02607281059E7,23917.0,2657.0,2289.0,368.0,0.0,86.14979299962364,13.850207000376365,0.0,0.35115133980118624,0.1434337482056773,0.3660040399497133,75.64251666734076,118.82861069212686,1297.0042012511194,14982.8536673385,-13685.84946608738,0.4881461051001579,5.639011542092021,-5.150865436991863,-10.033707163151472,-0.0037763293801849726,-0.7736063733234428,0.48936170212765956,138.0,0.09431578947368421,224.0,0.9056842105263158,2151.0,0.5106382978723404,144.0,0.3812154696132597,0.48936170212765956,0.4285714285714286,0.35469764390494457,0.8573497573721538,0.3766154972137539,0.8614979299962363,0.46645201734226094,0.5335479826577391,0.13850207000376363,0.878239802253595,0.8614979299962363,0.8689142298065115,0.35469764390494457,0.857232310350103,0.9146224991583761,0.6748852860201897,0.8614979299962363,0.057,0.008,0.057739466999999996,0.007417699,57.739467,7.417699,162228.0,5972724.0,764024.0,87.91870530673692,52.86036883703425,?,?"
"milestone_1_dataset_selected_features_weka,1,10,weka.classifiers.meta.FilteredClassifier,'-F \""weka.filters.MultiFilter -F \\\""weka.filters.supervised.instance.Resample -B 1.0 -S 1 -Z 178.8\\\"" -S 1\"" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,2.02607281059E7,23917.0,2657.0,2282.0,375.0,0.0,85.88633797515996,14.113662024840044,0.0,0.3609970082057893,0.14301528640618322,0.3637058801942633,75.42183287402953,118.08247922612937,1297.0042012511194,13118.986929822666,-11821.982728571547,0.4881461051001579,4.937518603621628,-4.449372498521471,-8.457183398549423,-0.003182982084512391,-0.6520552046316761,0.5212765957446809,147.0,0.10105263157894737,240.0,0.8989473684210526,2135.0,0.4787234042553192,135.0,0.3798449612403101,0.5212765957446809,0.4394618834080718,0.3669177869192365,0.8542792086599478,0.3699791168761191,0.8588633797515995,0.4386394155858661,0.561360584414134,0.14113662024840046,0.8810206193743685,0.8588633797515995,0.8683439302609797,0.3669177869192365,0.8545134353914238,0.9126831832139078,0.6793649567740037,0.8588633797515995,0.058,0.007,0.058214839,0.007446379,58.214839,7.446379,162232.0,5972724.0,764024.0,88.03161460293565,53.01091456529921,?,?"
"milestone_1_dataset_selected_features_weka,2,1,weka.classifiers.meta.FilteredClassifier,'-F \""weka.filters.MultiFilter -F \\\""weka.filters.supervised.instance.Resample -B 1.0 -S 1 -Z 178.8\\\"" -S 1\"" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,2.02607281059E7,23916.0,2658.0,2289.0,369.0,0.0,86.11738148984199,13.882618510158014,0.0,0.39714999059585376,0.14105142501217124,0.36280125037247124,74.39712935162692,117.80831731538267,1297.16580687492,16485.571113881517,-15188.405307006597,0.4880232531508352,6.202246468728938,-5.7142232155781025,14.813408392131784,0.005573140854827609,1.1419826450575083,0.5886524822695035,166.0,0.10648148148148148,253.0,0.8935185185185185,2123.0,0.41134751773049644,116.0,0.39618138424821003,0.5886524822695035,0.47360912981455067,0.40748797865082503,0.8629363970676027,0.38807809760601986,0.8611738148984198,0.3790028141103978,0.6209971858896022,0.13882618510158012,0.889625785867191,0.8611738148984198,0.872678985398201,0.40748797865082503,0.863094490659009,0.9128852879032165,0.696826233379648,0.8611738148984198,0.061,0.007,0.060734653,0.007427424,60.734653,7.427424,162236.0,5972479.0,764269.0,88.14898419864559,52.746425884123404,?,?"
"milestone_1_dataset_selected_features_weka,2,2,weka.classifiers.meta.FilteredClassifier,'-F \""weka.filters.MultiFilter -F \\\""weka.filters.supervised.instance.Resample -B 1.0 -S 1 -Z 178.8\\\"" -S 1\"" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,2.02607281059E7,23916.0,2658.0,2276.0,382.0,0.0,85.6282919488337,14.37170805116629,0.0,0.3283669759725673,0.1455217617666158,0.36931966103697234,76.75499437664914,119.92496655836936,1297.16580687492,16476.674173770054,-15179.508366895134,0.4880232531508352,6.19889923768625,-5.710875984535416,-32.888590832572184,-0.012373435226701349,-2.535419193002478,0.46808510638297873,132.0,0.09764309764309764,232.0,0.9023569023569024,2144.0,0.5319148936170213,150.0,0.3626373626373626,0.46808510638297873,0.40866873065015474,0.3318337876389476,0.8643646870597225,0.3696691869012687,0.8562829194883371,0.485840910748456,0.514159089251544,0.1437170805116629,0.8739284886521469,0.8562829194883371,0.8641425262302495,0.3318337876389476,0.8644380638321051,0.9159093660745729,0.6634350077233643,0.8562829194883371,0.059,0.008,0.058895258,0.0073993999999999996,58.895258,7.3994,162232.0,5972479.0,764269.0,87.9984951091046,52.85929270127916,?,?"
"milestone_1_dataset_selected_features_weka,2,3,weka.classifiers.meta.FilteredClassifier,'-F \""weka.filters.MultiFilter -F \\\""weka.filters.supervised.instance.Resample -B 1.0 -S 1 -Z 178.8\\\"" -S 1\"" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,2.02607281059E7,23916.0,2658.0,2274.0,384.0,0.0,85.55304740406321,14.446952595936795,0.0,0.34657253263065735,0.1472562843578082,0.3708091801777913,77.66986284798237,120.40864114165367,1297.16580687492,14556.067623109855,-13258.901816234935,0.4880232531508352,5.476323409747876,-4.988300156597041,-41.979630754812675,-0.015793691028898674,-3.236257888723441,0.5070921985815603,143.0,0.10311447811447812,245.0,0.8968855218855218,2131.0,0.4929078014184397,139.0,0.36855670103092786,0.5070921985815603,0.42686567164179107,0.35235171946152044,0.8595999892542445,0.3395868341244146,0.8555304740406321,0.4515527535735499,0.5484472464264502,0.14446952595936793,0.8782702185071646,0.8555304740406321,0.8653106008280358,0.35235171946152044,0.8600702676590601,0.9126526415153106,0.6721069641032891,0.8555304740406321,0.059,0.007,0.059094129,0.0074090959999999996,59.094129,7.409096,162232.0,5972479.0,764269.0,87.77276147479307,52.934537246049665,?,?"
"milestone_1_dataset_selected_features_weka,2,4,weka.classifiers.meta.FilteredClassifier,'-F \""weka.filters.MultiFilter -F \\\""weka.filters.supervised.instance.Resample -B 1.0 -S 1 -Z 178.8\\\"" -S 1\"" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,2.02607281059E7,23916.0,2658.0,2312.0,346.0,0.0,86.98269375470278,13.017306245297217,0.0,0.3796321779533426,0.13508388396937934,0.3522759635429378,71.24956864578208,114.39056081819287,1297.16580687492,13616.311138771893,-12319.145331896972,0.4880232531508352,5.122765665452179,-4.634742412301344,71.74977217050275,0.02699389472178433,5.5312722390794,0.5070921985815603,143.0,0.08712121212121213,207.0,0.9128787878787878,2169.0,0.4929078014184397,139.0,0.4085714285714286,0.5070921985815603,0.4525316455696203,0.38248564138130214,0.867360066384889,0.366654116215454,0.8698269375470279,0.44985595108667964,0.5501440489133204,0.13017306245297217,0.8834167878981286,0.8698269375470279,0.8758850246209952,0.38248564138130214,0.8675254976535335,0.914727511631833,0.6893315785491141,0.8698269375470279,0.057,0.008,0.057312259,0.007398259000000001,57.312259,7.398259,162232.0,5972479.0,764269.0,89.27765237020316,53.32957110609481,?,?"
"milestone_1_dataset_selected_features_weka,2,5,weka.classifiers.meta.FilteredClassifier,'-F \""weka.filters.MultiFilter -F \\\""weka.filters.supervised.instance.Resample -B 1.0 -S 1 -Z 178.8\\\"" -S 1\"" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,2.02607281059E7,23917.0,2657.0,2303.0,354.0,0.0,86.67670304855099,13.323296951449002,0.0,0.3688844573930011,0.13400393284965034,0.3536332613543558,70.76791045839198,114.99213039593027,1293.928141850089,15401.198523395688,-14107.270381545599,0.48698838609337186,5.796461619644594,-5.3094732335512225,75.07425750807016,0.028255271926259,5.802042252572636,0.501779359430605,141.0,0.09006734006734007,214.0,0.9099326599326599,2162.0,0.498220640569395,140.0,0.3971830985915493,0.501779359430605,0.4433962264150944,0.3721372018115802,0.8733771582970872,0.4161702833342241,0.86676703048551,0.45505501112224506,0.5449449888777549,0.13323296951449,0.8818622567931352,0.86676703048551,0.873464217210865,0.3721372018115802,0.8733276014292418,0.9197471038099178,0.6838614308646657,0.86676703048551,0.058,0.007,0.058068711999999995,0.007370152,58.068712,7.370152,162232.0,5972724.0,764024.0,89.16070756492284,52.709823108769285,?,?"
"milestone_1_dataset_selected_features_weka,2,6,weka.classifiers.meta.FilteredClassifier,'-F \""weka.filters.MultiFilter -F \\\""weka.filters.supervised.instance.Resample -B 1.0 -S 1 -Z 178.8\\\"" -S 1\"" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,2.02607281059E7,23917.0,2657.0,2292.0,365.0,0.0,86.26270229582235,13.737297704177644,0.0,0.37306832278863583,0.14005175968775127,0.3604954486725516,73.96178737711485,117.22353118632303,1293.928141850089,20079.546987601636,-18785.618845751545,0.48698838609337186,7.557225061197454,-7.0702366751040815,25.954644974213103,0.00976840232375352,2.0058799352723358,0.5302491103202847,149.0,0.09806397306397306,233.0,0.9019360269360269,2143.0,0.4697508896797153,132.0,0.3900523560209424,0.5302491103202847,0.4494720965309201,0.37881208334575,0.8698970727440478,0.3878973108036982,0.8626270229582236,0.4304418857019119,0.569558114298088,0.13737297704177645,0.8836072609189556,0.8626270229582236,0.8715989962046561,0.37881208334575,0.8693988253159824,0.9189626163990262,0.6854971749048925,0.8626270229582236,0.061,0.007,0.060485404,0.007416349,60.485404,7.416349,162232.0,5972724.0,764024.0,88.40797892359804,52.99209634926609,?,?"
"milestone_1_dataset_selected_features_weka,2,7,weka.classifiers.meta.FilteredClassifier,'-F \""weka.filters.MultiFilter -F \\\""weka.filters.supervised.instance.Resample -B 1.0 -S 1 -Z 178.8\\\"" -S 1\"" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,2.02607281059E7,23917.0,2657.0,2307.0,350.0,0.0,86.82724877681596,13.172751223184042,0.0,0.35796531721670605,0.13409457210095424,0.3543345093030062,70.81577734023556,115.22015757652483,1293.928141850089,12664.11133120565,-11370.18318935556,0.48698838609337186,4.766319657962232,-4.27933127186886,73.10912662798246,0.027515666777562085,5.650168990331202,0.47330960854092524,133.0,0.08501683501683502,202.0,0.914983164983165,2174.0,0.5266903914590747,148.0,0.3970149253731343,0.47330960854092524,0.4318181818181818,0.35973456997540826,0.8687198197874354,0.39107578223944656,0.8682724877681596,0.4799797142440693,0.5200202857559306,0.13172751223184043,0.8792319659633927,0.8682724877681596,0.8732892039285042,0.35973456997540826,0.8689167078840097,0.9181201908253802,0.6786591973373582,0.8682724877681596,0.06,0.008,0.060397461,0.007386653,60.397461,7.386653,162232.0,5972724.0,764024.0,88.70907038012797,52.427549868272486,?,?"
